Crop,Soil_Type,Soil_Moisture,Temperature,Humidity,Rainfall,Nitrogen,Phosphorus,Potassium,pH,Area_Hectare,Irrigation_Hours,Yield_Ton_Per_Hectare
Potato,Alluvial,47.3,5.0,56.3,375.2,104.5,88.3,116.5,5.69,6.96,2.0,19.5
Rice,Loamy,75.6,31.6,81.0,1664.6,83.8,48.0,66.8,6.85,4.99,3.2,4.1
Sugarcane,Clay,69.9,28.7,43.5,1523.2,168.9,47.0,87.6,6.2,9.52,3.5,69.79
Wheat,Loamy,26.5,18.3,58.6,523.7,113.5,66.7,35.7,6.45,9.22,2.2,3.09
Cotton,Black,48.3,38.5,40.2,1354.1,91.5,14.8,104.9,5.95,3.17,2.9,1.56
Sugarcane,Red,65.3,36.6,59.0,1356.7,200.0,75.9,35.4,5.82,4.12,4.6,60.18
Cotton,Loamy,28.6,27.2,57.5,191.3,86.5,73.6,74.3,7.08,9.18,3.6,1.68
Maize,Red,55.8,28.0,41.8,599.2,145.9,40.7,23.2,6.03,8.93,2.8,2.75
Sugarcane,Alluvial,61.8,27.2,54.5,1622.5,200.0,62.4,46.4,5.84,8.72,2.5,73.28
Rice,Sandy,53.1,23.7,67.2,1256.6,131.8,55.9,58.8,5.43,4.38,3.1,3.86
Rice,Red,95.0,27.9,67.5,940.9,114.9,40.6,9.0,6.34,1.73,0.9,3.86
Sugarcane,Sandy,76.0,23.1,83.2,1376.5,99.8,86.2,98.5,6.16,6.04,3.4,61.23
Wheat,Sandy,30.6,22.3,63.9,721.9,96.7,101.2,71.6,7.29,8.98,2.0,3.16
Potato,Loamy,50.2,20.6,40.4,359.9,151.4,100.2,106.5,5.14,7.52,0.8,21.21
Sugarcane,Alluvial,73.1,33.3,68.8,2313.8,197.1,63.9,65.0,6.1,9.97,3.3,61.23
Sugarcane,Red,56.9,22.8,61.5,660.3,106.6,77.2,40.1,7.36,9.26,3.2,64.75
Sugarcane,Sandy,47.5,15.8,59.1,1201.8,168.4,83.6,61.6,7.16,1.45,5.4,60.76
Sugarcane,Red,81.7,27.8,51.4,2002.4,161.4,100.9,62.2,5.67,3.89,4.7,63.18
Wheat,Red,45.8,20.6,35.2,324.3,153.7,68.6,87.7,5.67,8.63,0.5,3.01
Cotton,Clay,34.7,24.4,68.0,21.4,149.3,30.8,5.0,6.99,3.31,1.8,1.68
Rice,Sandy,53.5,27.5,67.6,1157.8,90.6,45.7,77.1,5.79,7.36,3.8,4.43
Cotton,Sandy,12.3,31.2,73.4,964.5,71.4,39.3,57.1,6.62,4.78,3.4,1.67
Maize,Clay,63.6,28.7,51.1,1299.5,179.5,48.3,87.0,6.33,8.96,2.0,2.49
Wheat,Black,60.8,15.3,43.5,507.4,111.3,46.5,28.7,7.23,1.34,1.1,3.34
Maize,Loamy,48.7,23.4,73.2,764.0,146.8,88.5,86.9,5.22,4.72,3.0,2.55
Cotton,Red,35.7,37.4,54.4,574.4,128.5,62.1,26.9,7.35,1.48,0.6,1.93
Cotton,Loamy,34.7,27.6,67.6,866.7,87.6,48.3,31.0,7.07,5.64,2.8,1.96
Tomato,Sandy,81.2,24.0,52.0,595.4,98.8,81.8,73.4,5.64,9.14,2.1,27.2
Tomato,Alluvial,44.0,30.4,91.3,479.5,107.8,64.4,63.4,6.97,9.6,3.3,25.67
Tomato,Sandy,64.4,13.1,75.0,353.1,161.6,62.9,84.7,5.64,9.84,1.9,26.06
Maize,Loamy,72.4,29.8,61.0,1241.2,132.0,86.5,44.4,5.38,9.55,2.6,2.6
Maize,Alluvial,47.8,29.8,53.9,969.5,68.3,39.6,64.5,6.0,2.3,1.8,2.57
Rice,Clay,94.0,44.1,43.1,974.9,96.9,35.1,71.2,5.32,6.52,2.8,3.88
Rice,Clay,63.1,34.2,70.7,1088.1,95.7,41.3,45.7,5.23,7.03,4.3,4.02
Sugarcane,Black,75.7,28.5,49.3,870.4,136.3,100.6,82.2,6.06,1.97,4.2,54.74
Potato,Loamy,86.1,31.9,69.1,343.3,76.5,100.9,111.2,5.25,8.44,2.5,18.39
Sugarcane,Black,43.0,43.8,49.7,1837.2,114.1,66.7,82.1,7.38,4.52,3.4,57.32
Tomato,Sandy,82.1,23.8,64.3,722.7,127.6,67.5,108.6,5.8,6.31,0.6,24.94
Potato,Alluvial,51.1,13.2,76.5,597.4,110.9,54.5,107.6,4.0,8.19,3.2,19.66
Maize,Red,27.9,40.3,76.5,854.7,122.0,44.7,38.2,7.16,9.28,2.2,2.53
Sugarcane,Alluvial,78.2,33.4,71.0,762.9,184.0,71.3,32.9,6.48,0.55,4.5,63.34
Potato,Clay,52.7,7.8,55.6,316.1,100.7,34.8,58.2,5.32,8.58,0.8,17.35
Cotton,Loamy,31.4,26.4,61.4,467.9,117.1,96.0,29.4,7.31,8.86,1.7,1.82
Maize,Black,50.5,24.6,70.4,927.4,182.7,63.4,5.0,6.89,5.83,3.5,2.71
Wheat,Clay,71.1,18.1,62.8,562.0,107.8,57.7,72.1,5.23,1.63,2.2,3.04
Potato,Alluvial,81.2,12.7,84.8,753.7,112.0,31.3,58.3,4.97,7.77,1.2,17.58
Potato,Clay,54.4,16.3,62.5,492.2,69.8,75.8,99.4,6.29,6.19,1.8,19.85
Potato,Alluvial,76.7,6.1,56.3,616.1,137.6,80.1,113.6,4.85,6.34,0.9,19.48
Potato,Sandy,36.2,23.4,40.7,413.9,133.6,78.7,106.5,4.65,2.41,2.6,19.95
Potato,Clay,63.2,8.2,58.2,591.6,163.8,80.0,110.6,4.75,3.57,3.3,17.73
Rice,Loamy,62.8,29.9,68.4,774.3,86.9,62.5,60.7,4.4,2.51,4.1,4.03
Rice,Loamy,57.7,36.2,52.7,1255.9,67.7,56.7,38.6,6.84,3.17,1.9,3.64
Wheat,Black,49.2,36.5,55.6,856.1,120.8,115.3,5.0,5.93,2.45,1.7,3.06
Wheat,Clay,52.2,23.3,72.6,769.8,106.3,81.4,12.3,6.76,5.59,2.8,3.16
Tomato,Red,26.8,18.2,72.3,528.5,115.4,50.9,75.2,7.3,9.79,1.2,25.1
Maize,Sandy,20.3,40.2,73.1,1606.7,151.7,78.4,33.1,6.17,3.52,0.8,2.14
Potato,Sandy,67.0,13.9,71.3,554.4,106.6,73.7,100.1,5.32,9.98,0.9,21.79
Cotton,Alluvial,29.7,35.3,53.7,424.4,25.4,29.2,29.0,6.57,7.74,1.5,1.61
Wheat,Sandy,47.8,13.2,83.5,910.7,85.0,80.3,70.5,5.59,3.82,1.5,2.74
Tomato,Black,47.8,27.0,61.2,415.4,95.5,43.8,104.8,6.76,2.47,1.4,27.3
Rice,Alluvial,86.6,15.3,60.7,1717.9,70.9,72.4,76.7,5.01,7.2,1.9,3.37
Maize,Red,19.4,13.6,46.1,359.3,149.8,78.2,32.2,6.81,4.91,1.9,2.48
Rice,Black,49.8,21.0,64.9,1152.7,122.1,12.3,8.8,4.78,2.34,4.7,3.6
Cotton,Red,45.8,34.0,82.7,1056.9,79.1,16.6,34.2,7.78,4.97,3.3,1.48
Cotton,Black,51.5,45.0,75.9,1059.6,106.6,69.4,32.1,7.64,6.94,2.3,1.7
Potato,Black,51.6,18.8,44.6,559.0,68.4,100.9,101.2,5.08,4.18,2.2,20.92
Potato,Loamy,42.3,11.2,69.9,312.2,121.8,82.5,107.8,6.19,4.18,1.2,19.16
Tomato,Loamy,44.8,37.4,90.3,878.5,104.2,34.4,31.4,5.81,8.3,4.5,20.75
Cotton,Alluvial,24.0,20.3,63.8,826.5,111.8,29.3,66.3,7.34,9.44,1.9,1.66
Tomato,Red,67.4,21.1,83.8,567.3,95.4,69.8,91.6,5.72,7.33,3.0,26.72
Tomato,Sandy,64.7,36.6,71.7,193.2,104.9,64.5,96.4,7.17,1.16,0.6,24.84
Maize,Black,61.6,27.0,79.9,20.0,137.0,62.1,5.0,6.13,6.23,0.1,2.72
Potato,Clay,77.7,25.3,52.7,348.7,114.9,59.0,92.2,5.89,4.05,2.4,19.67
Potato,Sandy,67.5,10.6,87.1,643.9,110.0,69.8,92.2,4.69,3.2,1.5,19.51
Wheat,Sandy,32.4,25.5,57.9,705.0,113.9,88.3,16.9,6.13,2.09,2.6,3.55
Potato,Sandy,70.6,26.0,61.4,325.2,128.3,91.3,106.5,6.49,3.41,1.3,17.53
Wheat,Alluvial,41.0,8.5,67.2,182.1,124.2,64.8,62.1,7.93,5.14,1.7,2.78
Tomato,Red,47.1,14.1,74.8,557.5,137.5,63.8,73.6,5.44,1.93,1.1,28.35
Cotton,Alluvial,24.4,19.2,65.3,478.7,153.4,77.3,37.2,7.83,2.34,3.1,1.6
Tomato,Alluvial,47.1,20.1,64.5,240.8,157.0,51.9,74.2,7.71,7.07,2.7,25.24
Sugarcane,Sandy,61.1,45.0,69.2,1108.7,127.0,40.9,26.3,5.97,4.59,5.7,56.88
Potato,Alluvial,45.4,23.3,56.8,20.0,72.3,94.4,59.1,6.1,1.03,2.5,14.99
Tomato,Alluvial,42.6,15.4,47.1,345.8,123.5,96.2,95.1,5.75,4.53,0.9,26.44
Rice,Loamy,69.1,31.5,35.9,1255.2,106.6,79.2,117.9,4.76,5.17,4.1,4.01
Maize,Clay,26.6,14.1,34.0,877.5,149.8,43.7,78.1,5.67,5.55,1.9,2.62
Wheat,Black,22.4,23.7,60.5,821.4,146.4,62.3,5.0,7.25,3.31,3.1,3.04
Wheat,Loamy,22.0,13.3,63.5,1338.0,94.9,54.7,66.9,6.49,8.93,3.5,3.03
Rice,Alluvial,75.3,28.7,67.3,1221.5,100.0,73.9,87.9,4.79,1.03,4.6,4.06
Sugarcane,Sandy,77.0,25.1,31.3,998.2,176.9,15.2,89.7,6.92,4.79,4.1,62.94
Maize,Loamy,72.9,31.4,50.1,728.2,124.0,43.6,63.9,5.24,0.67,1.4,2.67
Maize,Loamy,23.2,25.2,77.4,639.9,94.8,76.8,82.1,5.68,9.75,1.9,2.65
Tomato,Loamy,46.4,27.1,84.3,328.4,70.0,82.6,110.0,6.3,8.24,2.0,27.37
Cotton,Clay,49.5,21.9,60.7,160.7,120.6,44.8,39.1,6.97,9.13,1.7,1.77
Wheat,Red,55.6,20.7,71.5,780.2,107.2,57.5,36.3,6.9,0.6,2.3,3.15
Maize,Alluvial,36.3,28.6,61.8,827.3,144.1,83.8,48.6,6.15,6.03,2.7,3.05
Maize,Loamy,39.4,18.0,45.0,247.6,113.6,56.5,42.6,5.98,5.6,4.3,2.51
Cotton,Black,74.3,20.2,88.3,286.3,107.2,24.5,50.4,7.31,9.31,2.0,1.66
Cotton,Loamy,29.8,34.5,50.2,897.5,136.7,16.6,78.3,8.65,9.19,1.6,1.73
Wheat,Clay,48.3,11.5,62.1,811.9,135.5,81.3,20.6,6.07,5.1,1.0,3.23
Potato,Loamy,58.6,17.5,47.7,922.1,104.2,57.5,88.7,4.0,2.45,1.0,18.2
Sugarcane,Clay,41.4,38.5,52.3,1187.5,123.3,71.1,109.5,5.27,5.46,4.5,47.6
Tomato,Sandy,48.5,24.0,61.3,279.0,117.4,45.1,66.4,6.82,6.85,2.7,25.92
Sugarcane,Sandy,51.1,24.2,65.0,1206.0,154.3,81.5,84.0,7.13,3.0,2.8,61.71
Maize,Red,46.9,22.8,95.0,1008.7,112.3,62.0,31.6,6.09,4.26,2.5,2.64
Rice,Alluvial,25.2,36.7,76.3,1059.9,121.5,32.8,38.2,7.2,3.32,2.6,3.56
Wheat,Red,43.9,21.4,78.0,654.7,107.4,80.9,43.0,5.9,5.81,0.0,3.4
Wheat,Loamy,45.1,20.4,79.1,720.7,145.6,60.2,66.4,6.82,1.91,2.4,3.51
Wheat,Clay,44.3,18.0,76.6,243.7,107.3,80.6,47.9,6.46,7.95,1.9,3.34
Wheat,Clay,74.1,16.7,55.2,474.0,117.4,48.3,52.2,6.66,2.75,3.1,3.24
Tomato,Alluvial,37.2,19.1,52.0,1066.0,97.1,103.6,58.3,5.51,2.51,1.9,23.06
Rice,Clay,55.3,36.3,78.4,1570.2,115.7,51.9,37.6,5.24,2.14,5.1,3.91
Rice,Sandy,51.1,29.4,41.1,618.6,142.9,44.8,65.9,6.7,0.71,5.1,3.82
Rice,Alluvial,59.9,28.4,70.2,1297.8,132.5,42.3,66.8,4.56,6.66,4.2,4.13
Potato,Loamy,39.2,22.4,54.2,492.5,132.6,63.2,87.5,5.76,2.66,1.9,19.2
Tomato,Alluvial,84.7,19.4,42.8,674.2,125.7,74.3,57.0,5.36,5.93,3.0,22.82
Tomato,Alluvial,75.2,33.6,44.0,258.3,93.1,67.1,95.4,7.32,3.31,1.8,22.77
Potato,Black,68.1,17.3,65.8,289.0,141.2,66.9,64.5,5.88,5.05,3.0,19.18
Cotton,Alluvial,45.2,34.1,78.4,1177.7,144.2,53.8,78.1,7.14,2.71,2.0,1.73
Sugarcane,Sandy,61.9,29.7,91.4,1705.3,149.6,53.4,82.4,6.23,8.83,5.0,70.39
Rice,Black,48.0,13.3,70.5,1233.5,111.7,84.4,34.6,7.03,7.44,1.9,3.5
Cotton,Red,32.5,43.3,86.9,796.4,110.6,54.8,60.9,6.89,6.55,3.2,1.87
Potato,Sandy,58.0,15.5,88.5,527.0,61.3,75.2,124.8,4.76,3.13,1.2,21.47
Sugarcane,Alluvial,58.7,22.6,69.0,2458.9,150.4,69.8,45.7,5.2,2.42,3.8,52.76
Potato,Red,45.2,29.0,47.2,674.3,139.5,106.7,95.4,6.56,8.1,2.0,16.69
